Date,Time,TC,TS,Clo,Act
2020-10-23,00:00,4,7,0.36,1
2020-10-23,00:30,4,7,0.36,1
2020-10-23,01:00,4,6,0.36,1
2020-10-23,01:30,4,6,0.36,1
2020-10-23,02:00,4,6,0.36,1
2020-10-23,02:30,4,5,0.5,1
2020-10-23,03:00,4,5,0.5,1
2020-10-23,03:30,4,5,0.5,1
2020-10-23,04:00,4,5,0.5,1
2020-10-23,04:30,3,5,0.5,1
2020-10-23,05:00,3,5,0.5,1
2020-10-23,05:30,3,5,0.5,1
2020-10-23,06:00,3,5,0.5,1
2020-10-23,06:30,3,5,0.5,1
2020-10-23,07:00,3,5,0.5,1
2020-10-23,07:30,3,5,0.5,1
2020-10-23,08:00,3,5,0.5,1
2020-10-23,08:30,3,5,0.5,1
2020-10-23,09:00,3,5,0.5,1
2020-10-23,09:30,3,5,0.5,1
2020-10-23,10:00,3,5,0.5,1
2020-10-23,10:30,3,5,0.5,0.8
2020-10-23,11:00,4,5,0.5,1
2020-10-23,11:30,4,6,0.5,1
2020-10-23,12:00,4,6,0.5,1
2020-10-23,12:30,4,6,0.5,1.1
2020-10-23,13:00,4,6,0.5,1
2020-10-23,13:30,4,6,0.5,1
2020-10-23,14:00,4,6,0.5,1
2020-10-23,14:30,5,5,0.5,1
2020-10-23,15:00,5,5,0.5,1
2020-10-23,15:30,5,5,0.5,1
2020-10-23,16:00,5,5,0.5,1.1
2020-10-23,16:30,5,5,0.5,1.1
2020-10-23,17:00,6,5,0.5,1.1
2020-10-23,17:30,5,5,0.36,1
2020-10-23,18:00,5,5,0.36,1
2020-10-23,18:30,5,5,0.36,1
2020-10-23,19:00,5,5,0.36,1
2020-10-23,19:30,5,5,0.36,1
2020-10-23,20:00,5,5,0.36,1
2020-10-23,20:30,5,5,0.36,1
2020-10-23,21:00,5,4,0.36,1
2020-10-23,21:30,5,4,0.36,1
2020-10-23,22:00,5,4,0.36,1
2020-10-23,22:30,4,4,0.36,1
2020-10-23,23:00,4,4,0.36,1
2020-10-23,23:30,4,4,0.36,1
2020-10-24,00:00,,,0.36,
2020-10-24,00:30,,,0.36,
2020-10-24,01:00,,,0.36,
2020-10-24,01:30,,,0.36,
2020-10-24,02:00,,,0.5,
2020-10-24,02:30,,,0.5,
2020-10-24,03:00,,,0.5,
2020-10-24,03:30,,,0.5,
2020-10-24,04:00,,,0.5,
2020-10-24,04:30,,,0.5,
2020-10-24,05:00,,,0.5,
2020-10-24,05:30,,,0.5,
2020-10-24,06:00,,,0.5,
2020-10-24,06:30,,,0.5,
2020-10-24,07:00,,,0.5,
2020-10-24,07:30,,,0.5,
2020-10-24,08:00,,,0.5,
2020-10-24,08:30,,,0.5,
2020-10-24,09:00,3,3,0.5,0.8
2020-10-24,09:30,3,3,0.5,0.8
2020-10-24,10:00,4,3,0.5,0.8
2020-10-24,10:30,4,3,0.5,0.8
2020-10-24,11:00,4,4,0.5,1
2020-10-24,11:30,4,4,0.5,1
2020-10-24,12:00,4,4,0.5,1
2020-10-24,12:30,4,4,0.5,1
2020-10-24,13:00,5,4,0.5,1.1
2020-10-24,13:30,5,4,0.5,1.1
2020-10-24,14:00,5,5,0.5,1
2020-10-24,14:30,5,5,0.5,1
2020-10-24,15:00,5,5,0.5,1
2020-10-24,15:30,5,5,0.5,1
2020-10-24,16:00,5,5,0.5,1
2020-10-24,16:30,5,5,0.5,1
2020-10-24,17:00,5,5,0.5,1
2020-10-24,17:30,5,5,0.5,1
2020-10-24,18:00,5,5,0.5,1
2020-10-24,18:30,5,5,0.5,1
2020-10-24,19:00,5,5,0.5,1
2020-10-24,19:30,5,5,0.5,1
2020-10-24,20:00,5,5,0.5,1.1
2020-10-24,20:30,5,5,0.5,1.1
2020-10-24,21:00,5,5,0.5,1
2020-10-24,21:30,5,5,0.5,1
2020-10-24,22:00,5,4,0.5,1
2020-10-24,22:30,4,4,0.5,1
2020-10-24,23:00,4,4,0.5,1
2020-10-24,23:30,4,4,0.5,1
2020-10-25,00:00,4,4,0.5,1
2020-10-25,00:30,4,4,0.5,1
2020-10-25,01:00,4,4,0.5,1
2020-10-25,01:30,4,4,0.5,1
2020-10-25,02:00,3,3,0.5,1
2020-10-25,02:30,,,0.5,
2020-10-25,03:00,,,0.5,
2020-10-25,03:30,,,0.5,
2020-10-25,04:00,,,0.5,
2020-10-25,04:30,,,0.5,
2020-10-25,05:00,,,0.5,
2020-10-25,05:30,,,0.5,
2020-10-25,06:00,,,0.5,
2020-10-25,06:30,,,0.5,
2020-10-25,07:00,,,0.5,
2020-10-25,07:30,,,0.5,
2020-10-25,08:00,,,0.74,
2020-10-25,08:30,,,0.74,
2020-10-25,09:00,,,0.74,
2020-10-25,09:30,,,0.74,
2020-10-25,10:00,3,2,0.74,0.8
2020-10-25,10:30,3,2,0.74,1
2020-10-25,11:00,3,2,0.74,1
2020-10-25,11:30,3,2,0.74,1
2020-10-25,12:00,3,3,0.74,1
2020-10-25,12:30,4,3,0.74,1
2020-10-25,13:00,4,3,0.74,1
2020-10-25,13:30,4,3,0.61,1
2020-10-25,14:00,4,3,0.61,1
2020-10-25,14:30,4,4,0.61,1
2020-10-25,15:00,4,4,0.61,1
2020-10-25,15:30,4,4,0.61,1
2020-10-25,16:00,4,4,0.74,1.4
2020-10-25,16:30,4,4,0.74,1.4
2020-10-25,17:00,4,4,0.36,3.8
