time,heart_rate
2020-10-23 00:07:00,0.0
2020-10-23 00:23:00,0.0
2020-10-23 00:39:00,0.0
2020-10-23 00:55:00,0.0
2020-10-23 01:11:00,0.0
2020-10-23 01:27:00,0.0
2020-10-23 01:43:00,0.0
2020-10-23 01:59:00,0.0
2020-10-23 02:15:00,0.0
2020-10-23 02:31:00,0.0
2020-10-23 02:47:00,0.0
2020-10-23 03:03:00,0.0
2020-10-23 03:19:00,0.0
2020-10-23 03:35:00,0.0
2020-10-23 03:51:00,0.0
2020-10-23 04:07:00,0.0
2020-10-23 04:23:00,0.0
2020-10-23 04:39:00,0.0
2020-10-23 04:55:00,0.0
2020-10-23 05:11:00,0.0
2020-10-23 05:27:00,0.0
2020-10-23 05:43:00,0.0
2020-10-23 05:59:00,0.0
2020-10-23 06:15:00,0.0
2020-10-23 06:31:00,0.0
2020-10-23 06:47:00,0.0
2020-10-23 07:03:00,0.0
2020-10-23 07:19:00,0.0
2020-10-23 07:35:00,0.0
2020-10-23 07:51:00,0.0
2020-10-23 08:07:00,0.0
2020-10-23 08:23:00,0.0
2020-10-23 08:39:00,0.0
2020-10-23 08:55:00,0.0
2020-10-23 09:11:00,0.0
2020-10-23 09:27:00,0.0
2020-10-23 09:43:00,0.0
2020-10-23 09:59:00,0.0
2020-10-23 10:15:00,0.0
2020-10-23 10:31:00,0.0
2020-10-23 10:35:00,85.0
2020-10-23 10:36:00,79.0
2020-10-23 10:37:00,80.0
2020-10-23 10:38:00,82.0
2020-10-23 10:39:00,85.0
2020-10-23 10:40:00,82.0
2020-10-23 10:41:00,80.0
2020-10-23 10:42:00,92.0
2020-10-23 10:43:00,103.0
2020-10-23 10:44:00,102.0
2020-10-23 10:45:00,96.0
2020-10-23 10:46:00,98.0
2020-10-23 10:47:00,115.0
2020-10-23 10:48:00,113.0
2020-10-23 10:49:00,75.0
2020-10-23 10:51:00,71.0
2020-10-23 10:52:00,75.0
2020-10-23 10:53:00,86.0
2020-10-23 10:55:00,81.0
2020-10-23 10:56:00,78.0
2020-10-23 10:57:00,82.0
2020-10-23 10:58:00,81.0
2020-10-23 10:59:00,82.0
2020-10-23 11:00:00,83.0
2020-10-23 11:01:00,91.0
2020-10-23 11:02:00,81.0
2020-10-23 11:03:00,86.0
2020-10-23 11:04:00,88.0
2020-10-23 11:05:00,90.0
2020-10-23 11:06:00,104.0
2020-10-23 11:07:00,91.0
2020-10-23 11:08:00,77.0
2020-10-23 11:09:00,80.0
2020-10-23 11:10:00,81.0
2020-10-23 11:11:00,87.0
2020-10-23 11:13:00,88.0
2020-10-23 11:14:00,85.0
2020-10-23 11:15:00,103.0
2020-10-23 11:16:00,95.0
2020-10-23 11:17:00,105.0
2020-10-23 11:18:00,89.0
2020-10-23 11:19:00,70.0
2020-10-23 11:20:00,74.0
2020-10-23 11:21:00,77.0
2020-10-23 11:22:00,73.0
2020-10-23 11:23:00,75.0
2020-10-23 11:24:00,72.0
2020-10-23 11:25:00,75.0
2020-10-23 11:27:00,83.0
2020-10-23 11:28:00,81.0
2020-10-23 11:29:00,73.0
2020-10-23 11:30:00,81.0
2020-10-23 11:31:00,84.0
2020-10-23 11:32:00,76.0
2020-10-23 11:34:00,77.0
2020-10-23 11:35:00,79.0
2020-10-23 11:36:00,75.0
2020-10-23 11:37:00,77.0
2020-10-23 11:38:00,83.0
2020-10-23 11:39:00,73.0
2020-10-23 11:40:00,76.0
2020-10-23 11:43:00,79.0
2020-10-23 11:44:00,84.0
2020-10-23 11:45:00,75.0
2020-10-23 11:46:00,74.0
2020-10-23 11:47:00,76.0
2020-10-23 11:48:00,75.0
2020-10-23 11:49:00,76.0
2020-10-23 11:51:00,75.0
2020-10-23 11:52:00,73.0
2020-10-23 11:53:00,90.0
2020-10-23 11:54:00,82.0
2020-10-23 11:55:00,71.0
2020-10-23 11:57:00,75.0
2020-10-23 11:58:00,80.0
2020-10-23 12:00:00,83.0
2020-10-23 12:01:00,80.0
2020-10-23 12:02:00,81.0
2020-10-23 12:03:00,78.0
2020-10-23 12:04:00,76.0
2020-10-23 12:05:00,78.0
2020-10-23 12:06:00,79.0
2020-10-23 12:07:00,76.0
2020-10-23 12:08:00,77.0
2020-10-23 12:09:00,82.0
2020-10-23 12:10:00,86.0
2020-10-23 12:11:00,76.0
2020-10-23 12:12:00,75.0
2020-10-23 12:13:00,79.0
2020-10-23 12:14:00,78.0
2020-10-23 12:15:00,81.0
2020-10-23 12:16:00,90.0
2020-10-23 12:17:00,80.0
2020-10-23 12:18:00,77.0
2020-10-23 12:19:00,71.0
2020-10-23 12:20:00,72.0
2020-10-23 12:21:00,84.0
2020-10-23 12:22:00,74.0
2020-10-23 12:23:00,78.0
2020-10-23 12:24:00,82.0
2020-10-23 12:25:00,78.0
2020-10-23 12:26:00,80.0
2020-10-23 12:27:00,73.0
2020-10-23 12:28:00,81.0
2020-10-23 12:29:00,76.0
2020-10-23 12:30:00,74.0
2020-10-23 12:31:00,73.0
2020-10-23 12:32:00,77.0
2020-10-23 12:33:00,79.0
2020-10-23 12:34:00,77.0
2020-10-23 12:35:00,74.0
2020-10-23 12:36:00,76.0
2020-10-23 12:37:00,75.0
2020-10-23 12:39:00,74.0
2020-10-23 12:40:00,76.0
2020-10-23 12:41:00,77.0
2020-10-23 12:42:00,74.0
2020-10-23 12:43:00,77.0
2020-10-23 12:44:00,79.0
2020-10-23 12:45:00,77.0
2020-10-23 12:46:00,83.0
2020-10-23 12:49:00,81.0
2020-10-23 12:50:00,76.0
2020-10-23 12:51:00,85.0
2020-10-23 12:52:00,76.0
2020-10-23 12:53:00,78.0
2020-10-23 12:55:00,80.0
2020-10-23 12:56:00,79.0
2020-10-23 12:57:00,82.0
2020-10-23 12:58:00,76.0
2020-10-23 12:59:00,98.0
2020-10-23 13:00:00,101.0
2020-10-23 13:01:00,96.0
2020-10-23 13:02:00,77.0
2020-10-23 13:03:00,67.0
2020-10-23 13:04:00,65.0
2020-10-23 13:05:00,66.0
2020-10-23 13:06:00,70.0
2020-10-23 13:07:00,68.0
2020-10-23 13:08:00,76.0
2020-10-23 13:09:00,71.0
2020-10-23 13:10:00,70.0
2020-10-23 13:11:00,75.0
2020-10-23 13:12:00,70.0
2020-10-23 13:13:00,66.0
2020-10-23 13:14:00,68.0
2020-10-23 13:15:00,75.0
2020-10-23 13:16:00,70.0
2020-10-23 13:17:00,67.0
2020-10-23 13:18:00,70.0
2020-10-23 13:19:00,71.0
2020-10-23 13:20:00,79.0
2020-10-23 13:21:00,71.0
2020-10-23 13:22:00,70.0
2020-10-23 13:23:00,65.0
2020-10-23 13:24:00,73.0
2020-10-23 13:25:00,91.0
2020-10-23 13:26:00,71.0
2020-10-23 13:27:00,69.0
2020-10-23 13:28:00,74.0
2020-10-23 13:29:00,83.0
2020-10-23 13:30:00,82.0
2020-10-23 13:31:00,86.0
2020-10-23 13:32:00,74.0
2020-10-23 13:33:00,83.0
2020-10-23 13:34:00,85.0
2020-10-23 13:35:00,76.0
2020-10-23 13:36:00,82.0
2020-10-23 13:37:00,69.0
2020-10-23 13:38:00,72.0
2020-10-23 13:40:00,75.0
2020-10-23 13:41:00,72.0
2020-10-23 13:44:00,70.0
2020-10-23 13:45:00,72.0
2020-10-23 13:46:00,73.0
2020-10-23 13:47:00,75.0
2020-10-23 13:48:00,79.0
2020-10-23 13:49:00,76.0
2020-10-23 13:50:00,72.0
2020-10-23 13:51:00,82.0
2020-10-23 13:52:00,81.0
2020-10-23 13:53:00,100.0
2020-10-23 13:54:00,94.0
2020-10-23 13:55:00,86.0
2020-10-23 13:56:00,94.0
2020-10-23 13:57:00,105.0
2020-10-23 13:58:00,109.0
2020-10-23 13:59:00,93.0
2020-10-23 14:00:00,83.0
2020-10-23 14:01:00,85.0
2020-10-23 14:02:00,87.0
2020-10-23 14:03:00,85.0
2020-10-23 14:04:00,93.0
2020-10-23 14:05:00,86.0
2020-10-23 14:06:00,102.0
2020-10-23 14:07:00,84.0
2020-10-23 14:08:00,85.0
2020-10-23 14:09:00,84.0
2020-10-23 14:10:00,74.0
2020-10-23 14:11:00,80.0
2020-10-23 14:12:00,82.0
2020-10-23 14:13:00,81.0
2020-10-23 14:14:00,89.0
2020-10-23 14:15:00,80.0
2020-10-23 14:16:00,87.0
2020-10-23 14:17:00,83.0
2020-10-23 14:18:00,89.0
2020-10-23 14:19:00,104.0
2020-10-23 14:20:00,90.0
2020-10-23 14:21:00,88.0
2020-10-23 14:22:00,110.0
2020-10-23 14:23:00,100.0
2020-10-23 14:25:00,90.0
2020-10-23 14:26:00,89.0
2020-10-23 14:27:00,85.0
2020-10-23 14:28:00,89.0
2020-10-23 14:29:00,93.0
2020-10-23 14:30:00,96.0
2020-10-23 14:31:00,97.0
2020-10-23 14:32:00,99.0
2020-10-23 14:33:00,115.0
2020-10-23 14:34:00,107.0
2020-10-23 14:35:00,108.0
2020-10-23 14:36:00,95.0
2020-10-23 14:37:00,84.0
2020-10-23 14:38:00,87.0
2020-10-23 14:39:00,104.0
2020-10-23 14:40:00,91.0
2020-10-23 14:41:00,97.0
2020-10-23 14:42:00,105.0
2020-10-23 14:43:00,103.0
2020-10-23 14:44:00,91.0
2020-10-23 14:45:00,79.0
2020-10-23 14:46:00,92.0
2020-10-23 14:47:00,91.0
2020-10-23 14:48:00,93.0
2020-10-23 14:49:00,89.0
2020-10-23 14:50:00,91.0
2020-10-23 14:51:00,88.0
2020-10-23 14:52:00,90.0
2020-10-23 14:53:00,87.0
2020-10-23 14:54:00,93.0
2020-10-23 14:55:00,92.0
2020-10-23 14:56:00,90.0
2020-10-23 14:57:00,93.0
2020-10-23 14:58:00,92.0
2020-10-23 14:59:00,104.0
2020-10-23 15:00:00,116.0
2020-10-23 15:01:00,101.0
2020-10-23 15:02:00,94.0
2020-10-23 15:03:00,86.0
2020-10-23 15:04:00,82.0
2020-10-23 15:06:00,86.0
2020-10-23 15:07:00,91.0
2020-10-23 15:08:00,87.0
2020-10-23 15:09:00,88.0
2020-10-23 15:10:00,90.0
2020-10-23 15:12:00,91.0
2020-10-23 15:13:00,86.0
2020-10-23 15:14:00,87.0
2020-10-23 15:15:00,88.0
2020-10-23 15:16:00,87.0
2020-10-23 15:17:00,90.0
2020-10-23 15:20:00,89.0
2020-10-23 15:21:00,88.0
2020-10-23 15:23:00,94.0
2020-10-23 15:25:00,84.0
2020-10-23 15:26:00,91.0
2020-10-23 15:28:00,92.0
2020-10-23 15:29:00,90.0
2020-10-23 15:30:00,89.0
2020-10-23 15:31:00,102.0
2020-10-23 15:32:00,96.0
2020-10-23 15:33:00,91.0
2020-10-23 15:34:00,85.0
2020-10-23 15:35:00,88.0
2020-10-23 15:36:00,87.0
2020-10-23 15:37:00,88.0
2020-10-23 15:38:00,87.0
2020-10-23 15:39:00,89.0
2020-10-23 15:42:00,90.0
2020-10-23 15:44:00,89.0
2020-10-23 15:45:00,90.0
2020-10-23 15:46:00,93.0
2020-10-23 15:47:00,91.0
2020-10-23 15:48:00,88.0
2020-10-23 15:49:00,89.0
2020-10-23 15:50:00,86.0
2020-10-23 15:51:00,90.0
2020-10-23 15:52:00,89.0
2020-10-23 15:53:00,83.0
2020-10-23 15:54:00,88.0
2020-10-23 15:55:00,93.0
2020-10-23 15:56:00,90.0
2020-10-23 15:57:00,86.0
2020-10-23 15:58:00,88.0
2020-10-23 15:59:00,87.0
2020-10-23 16:00:00,90.0
2020-10-23 16:02:00,87.0
2020-10-23 16:03:00,106.0
2020-10-23 16:04:00,117.0
2020-10-23 16:05:00,90.0
2020-10-23 16:08:00,111.0
2020-10-23 16:09:00,108.0
2020-10-23 16:10:00,90.0
2020-10-23 16:12:00,93.0
2020-10-23 16:13:00,90.0
2020-10-23 16:14:00,89.0
2020-10-23 16:15:00,90.0
2020-10-23 16:16:00,94.0
2020-10-23 16:17:00,92.0
2020-10-23 16:18:00,91.0
2020-10-23 16:19:00,95.0
2020-10-23 16:20:00,90.0
2020-10-23 16:21:00,92.0
2020-10-23 16:22:00,90.0
2020-10-23 16:23:00,88.0
2020-10-23 16:25:00,87.0
2020-10-23 16:26:00,85.0
2020-10-23 16:27:00,93.0
2020-10-23 16:28:00,109.0
2020-10-23 16:29:00,117.0
2020-10-23 16:30:00,118.0
2020-10-23 16:32:00,110.0
2020-10-23 16:33:00,101.0
2020-10-23 16:34:00,99.0
2020-10-23 16:35:00,80.0
2020-10-23 16:36:00,75.0
2020-10-23 16:37:00,88.0
2020-10-23 16:38:00,110.0
2020-10-23 16:39:00,101.0
2020-10-23 16:40:00,83.0
2020-10-23 16:41:00,105.0
2020-10-23 16:42:00,102.0
2020-10-23 16:43:00,99.0
2020-10-23 16:44:00,92.0
2020-10-23 16:45:00,91.0
2020-10-23 16:46:00,104.0
2020-10-23 16:47:00,111.0
2020-10-23 16:48:00,110.0
2020-10-23 16:49:00,107.0
2020-10-23 16:50:00,113.0
2020-10-23 16:51:00,118.0
2020-10-23 16:52:00,123.0
2020-10-23 16:54:00,114.0
2020-10-23 16:55:00,107.0
2020-10-23 16:56:00,114.0
2020-10-23 16:57:00,119.0
2020-10-23 16:58:00,110.0
2020-10-23 16:59:00,106.0
2020-10-23 17:00:00,94.0
2020-10-23 17:01:00,91.0
2020-10-23 17:02:00,89.0
2020-10-23 17:03:00,96.0
2020-10-23 17:04:00,86.0
2020-10-23 17:05:00,89.0
2020-10-23 17:06:00,90.0
2020-10-23 17:07:00,88.0
2020-10-23 17:08:00,89.0
2020-10-23 17:09:00,91.0
2020-10-23 17:10:00,93.0
2020-10-23 17:11:00,100.0
2020-10-23 17:12:00,99.0
