height,weight,gender,bmi,rh,stress_level,skin_temp,TC,TS,Clo,env_temp
1.77,58.0,-1.0,18.51319863,50.74100000000001,32.111012956419316,31.876,4.0,4.0,0.36,76.593
1.77,68.0,-1.0,21.70512943,57.06,51.0,33.096,4.0,4.0,0.54,75.767
1.62,56.0,1.0,21.33821064,39.617,32.111012956419316,32.137,4.0,6.0,0.57,81.288
1.77,90.0,-1.0,28.72737719,58.59,54.0,31.458,4.0,4.0,0.57,78.382
1.74,65.0,-1.0,21.46915048,51.39,32.111012956419316,31.955,4.0,5.0,0.36,81.62100000000002
1.71,64.0,-1.0,21.88707637,54.9,20.0,32.00344904279279,3.0,5.0,0.5,77.923
1.71,64.0,-1.0,21.88707637,53.09,32.111012956419316,32.00344904279279,4.0,4.0,0.61,72.891
1.77,90.0,-1.0,28.72737719,60.713,13.0,32.915,3.0,5.0,0.36,75.46300000000002
1.62,56.0,1.0,21.33821064,52.179,66.0,30.933000000000003,5.0,6.0,0.57,75.767
1.71,64.0,-1.0,21.88707637,42.14,32.111012956419316,33.79,3.0,4.0,0.74,76.181
1.6,52.5,1.0,20.5078125,55.21,13.0,32.00344904279279,3.0,3.0,0.96,74.727
1.62,56.0,1.0,21.33821064,56.987,39.0,31.3,5.0,6.0,0.61,75.204
1.78,73.0,-1.0,23.0400202,52.09,80.0,33.971,4.0,4.0,0.36,79.502
1.64,54.0,1.0,20.07733492,38.88,32.111012956419316,32.00344904279279,4.0,4.0,1.0,74.791
1.69,75.0,-1.0,26.25958475,53.43,32.111012956419316,33.096,3.0,5.0,0.31,77.05
1.77,68.0,-1.0,21.70512943,55.16,55.0,32.863,3.0,4.0,0.54,76.464
1.71,64.0,-1.0,21.88707637,43.4,34.5,33.585,4.0,4.0,0.61,74.964
1.83,74.0,-1.0,22.09680791,57.03,82.0,31.562,5.0,7.0,0.5,77.923
1.63,50.0,1.0,18.81892431,59.35,41.5,31.484,3.0,6.0,0.31,78.274
1.63,50.0,1.0,18.81892431,57.4,32.111012956419316,31.405,3.0,5.0,0.31,77.4
1.77,68.0,-1.0,21.70512943,59.19600000000001,32.111012956419316,32.00344904279279,4.0,4.0,0.54,73.861
1.77,58.0,-1.0,18.51319863,51.048,75.0,31.3,4.0,4.0,0.36,76.854
1.66,57.0,1.0,20.68515024,35.58,2.0,30.642,4.0,4.0,0.61,72.372
1.78,73.0,-1.0,23.0400202,65.59,18.0,32.707,3.0,3.0,0.36,74.098
1.77,68.0,-1.0,21.70512943,57.795,32.111012956419316,32.00344904279279,4.0,4.0,0.54,75.72399999999998
1.64,54.0,1.0,20.07733492,60.669,7.0,32.241,3.0,3.0,0.74,78.339
1.71,64.0,-1.0,21.88707637,53.98,24.0,32.00344904279279,4.0,4.0,0.74,75.832
1.71,64.0,-1.0,21.88707637,53.65,10.0,32.00344904279279,5.0,5.0,0.5,78.8
1.64,54.0,1.0,20.07733492,62.555,32.111012956419316,31.274,4.0,4.0,0.74,77.464
1.64,54.0,1.0,20.07733492,62.199,32.111012956419316,32.292,4.0,4.0,0.74,78.865
1.64,54.0,1.0,20.07733492,39.31,0.0,32.396,4.0,4.0,1.0,74.271
1.6,52.5,1.0,20.5078125,50.448,32.111012956419316,32.00344904279279,4.0,4.0,0.36,77.859
1.74,65.0,-1.0,21.46915048,51.42,32.111012956419316,32.00344904279279,4.0,4.0,0.36,78.274
1.74,65.0,-1.0,21.46915048,49.24,69.0,33.533,5.0,5.0,0.36,82.152
1.66,57.0,1.0,20.68515024,39.14,8.0,31.222,4.0,4.0,0.57,75.312
1.64,54.0,1.0,20.07733492,62.573,60.0,30.484,4.0,4.0,0.74,77.335
1.77,58.0,-1.0,18.51319863,53.815,32.111012956419316,32.5,4.0,4.0,0.36,78.559
1.71,64.0,-1.0,21.88707637,57.27,32.111012956419316,32.00344904279279,3.0,3.0,0.5,76.181
1.67,56.0,1.0,20.07960128,45.89,41.0,32.00344904279279,3.0,4.0,0.67,73.234
1.66,57.0,1.0,20.68515024,51.54,19.0,32.396,4.0,4.0,0.36,78.624
1.62,56.0,1.0,21.33821064,39.688,18.0,32.396,5.0,6.0,0.61,77.99
1.77,58.0,-1.0,18.51319863,50.609,13.0,31.824,4.0,4.0,0.36,77.421
1.6,63.0,1.0,24.609375,55.95,32.111012956419316,31.431,4.0,4.0,0.96,79.15100000000002
1.77,68.0,-1.0,21.70512943,58.705,32.111012956419316,32.00344904279279,4.0,4.0,0.54,75.985
1.64,54.0,1.0,20.07733492,60.964,30.0,32.552,3.0,4.0,0.74,78.602
1.69,75.0,-1.0,26.25958475,53.62,32.111012956419316,31.039,4.0,5.0,0.31,78.975
1.71,64.0,-1.0,21.88707637,42.15,59.0,33.816,3.0,4.0,0.74,76.528
1.66,57.0,1.0,20.68515024,38.49,32.111012956419316,31.222,4.0,4.0,0.57,74.791
1.66,57.0,1.0,20.68515024,38.01,32.111012956419316,31.51,4.0,4.0,0.61,73.062
1.77,68.0,-1.0,21.70512943,56.49,32.111012956419316,32.00344904279279,5.0,4.0,0.54,77.902
1.6,63.0,1.0,24.609375,56.4,32.111012956419316,32.863,4.0,4.0,0.96,79.15100000000002
1.6,63.0,1.0,24.609375,53.73,32.111012956419316,32.085,4.0,4.0,0.96,77.923
1.64,54.0,1.0,20.07733492,43.96,32.111012956419316,32.785,4.0,4.0,0.74,75.312
1.6,52.5,1.0,20.5078125,60.06800000000001,32.111012956419316,32.00344904279279,3.0,4.0,0.61,75.551
1.77,68.0,-1.0,21.70512943,55.70399999999999,5.0,31.327,3.0,4.0,0.54,76.24600000000002
1.71,64.0,-1.0,21.88707637,43.85,56.0,31.955,4.0,5.0,0.61,76.354
1.77,90.0,-1.0,28.72737719,61.719,38.0,32.00344904279279,5.0,4.0,0.36,76.768
1.69,75.0,-1.0,26.25958475,52.47,32.111012956419316,31.353,3.0,5.0,0.31,78.098
1.77,68.0,-1.0,21.70512943,54.923,22.0,33.122,4.0,4.0,0.54,76.63600000000002
1.8,75.0,-1.0,23.14814815,50.38,32.111012956419316,32.00344904279279,4.0,6.0,0.31,81.442
1.77,58.0,-1.0,18.51319863,57.945,59.0,32.00344904279279,4.0,4.0,0.36,76.419
1.6,52.5,1.0,20.5078125,44.799,15.0,31.484,4.0,4.0,0.96,75.247
1.64,54.0,1.0,20.07733492,38.99,9.0,31.955,4.0,4.0,1.0,74.098
1.77,58.0,-1.0,18.51319863,50.645,10.0,33.25,4.0,4.0,0.36,76.593
1.64,54.0,1.0,20.07733492,61.771,44.0,31.719,4.0,4.0,0.74,77.77
1.69,75.0,-1.0,26.25958475,24.12,32.111012956419316,32.00344904279279,3.0,4.0,0.36,73.926
1.6,52.5,1.0,20.5078125,33.914,31.0,32.00344904279279,3.0,4.0,0.54,72.955
1.77,58.0,-1.0,18.51319863,50.627,32.111012956419316,33.533,4.0,4.0,0.36,78.559
1.77,58.0,-1.0,18.51319863,48.964,32.111012956419316,31.588,4.0,4.0,0.36,78.339
1.71,64.0,-1.0,21.88707637,45.79,32.111012956419316,32.00344904279279,4.0,4.0,0.61,76.006
1.8,75.0,-1.0,23.14814815,42.46,15.0,32.811,6.0,5.0,0.31,81.442
1.69,75.0,-1.0,26.25958475,53.91,32.111012956419316,32.889,3.0,4.0,0.31,78.975
1.67,56.0,1.0,20.07960128,50.09,49.0,32.00344904279279,3.0,3.0,0.67,72.718
1.77,90.0,-1.0,28.72737719,60.36,55.0,31.876,4.0,4.0,0.36,76.681
1.6,63.0,1.0,24.609375,57.4,32.111012956419316,32.00344904279279,4.0,4.0,0.36,77.4
1.83,74.0,-1.0,22.09680791,50.09,23.0,31.248,3.0,3.0,0.5,78.624
1.69,75.0,-1.0,26.25958475,46.03,3.0,32.00344904279279,3.0,5.0,0.36,76.703
1.64,54.0,1.0,20.07733492,61.49100000000001,91.0,31.458,4.0,4.0,0.74,79.041
1.77,58.0,-1.0,18.51319863,58.077,32.111012956419316,30.087,4.0,4.0,0.36,77.639
1.6,63.0,1.0,24.609375,43.65,7.0,32.00344904279279,4.0,4.0,0.96,78.8
1.77,58.0,-1.0,18.51319863,50.62300000000001,2.0,33.456,4.0,4.0,0.36,78.953
1.66,57.0,1.0,20.68515024,52.25,17.0,30.405,3.0,4.0,0.36,77.225
1.83,74.0,-1.0,22.09680791,56.31,40.5,32.941,4.0,6.0,0.5,77.749
1.63,50.0,1.0,18.81892431,52.38,24.0,30.933000000000003,3.0,5.0,0.31,80.206
1.77,68.0,-1.0,21.70512943,53.919,32.0,34.865,4.0,4.0,0.54,74.597
1.66,57.0,1.0,20.68515024,49.64,3.0,32.00344904279279,4.0,4.0,0.31,75.832
1.77,68.0,-1.0,21.70512943,53.237,72.0,30.325,3.0,4.0,0.54,74.727
1.71,64.0,-1.0,21.88707637,43.48,62.0,32.085,4.0,4.0,0.61,76.181
1.6,52.5,1.0,20.5078125,41.132,20.0,32.00344904279279,3.0,3.0,0.96,74.03399999999998
1.62,56.0,1.0,21.33821064,32.468,45.0,31.196,5.0,6.0,0.61,78.645
1.77,58.0,-1.0,18.51319863,55.652,32.111012956419316,31.798,4.0,4.0,0.36,78.733
1.69,75.0,-1.0,26.25958475,54.51,73.0,31.876,4.0,5.0,0.31,81.442
1.77,68.0,-1.0,21.70512943,53.93899999999999,40.0,31.955,3.0,4.0,0.54,74.85600000000002
1.6,63.0,1.0,24.609375,55.76,32.111012956419316,32.00344904279279,4.0,4.0,0.36,78.975
1.77,68.0,-1.0,21.70512943,57.765,32.111012956419316,32.00344904279279,4.0,4.0,0.54,77.596
1.64,54.0,1.0,20.07733492,40.2,23.0,31.981,6.0,6.0,1.0,75.139
1.77,90.0,-1.0,28.72737719,58.853,22.0,32.474000000000004,5.0,4.0,0.36,74.943
1.6,52.5,1.0,20.5078125,47.765,32.111012956419316,30.272,3.0,3.0,0.36,80.316
1.71,64.0,-1.0,21.88707637,55.81,10.0,32.00344904279279,3.0,2.0,0.74,75.139
1.64,54.0,1.0,20.07733492,39.03,22.0,32.656,4.0,4.0,1.0,76.181
1.8,75.0,-1.0,23.14814815,46.36,27.0,32.059,4.0,6.0,0.31,78.8
1.77,58.0,-1.0,18.51319863,54.681,39.0,31.824,4.0,4.0,0.36,77.945
1.63,50.0,1.0,18.81892431,59.28,32.111012956419316,30.801,3.0,6.0,0.31,78.274
1.71,64.0,-1.0,21.88707637,50.05,24.0,32.474000000000004,5.0,5.0,0.61,75.139
1.77,58.0,-1.0,18.51319863,46.824,45.0,31.222,4.0,4.0,0.36,78.033
1.66,57.0,1.0,20.68515024,42.23,45.0,31.3,3.0,3.0,0.57,75.65899999999998
1.6,63.0,1.0,24.609375,43.7,10.5,30.695,4.0,4.0,0.96,79.85300000000002
1.77,58.0,-1.0,18.51319863,54.74,17.0,32.733000000000004,4.0,4.0,0.36,75.898
1.69,75.0,-1.0,26.25958475,33.74,32.111012956419316,32.00344904279279,3.0,4.0,0.67,76.181
1.66,57.0,1.0,20.68515024,39.78,32.111012956419316,32.00344904279279,4.0,4.0,0.31,73.926
1.77,68.0,-1.0,21.70512943,59.415,32.111012956419316,32.00344904279279,3.0,4.0,0.54,75.72399999999998
1.77,58.0,-1.0,18.51319863,48.932,85.0,30.325,4.0,4.0,0.36,78.339
1.77,68.0,-1.0,21.70512943,61.09,32.111012956419316,32.00344904279279,4.0,4.0,0.54,75.16
1.6,52.5,1.0,20.5078125,62.437,14.0,30.537,6.0,6.0,0.31,74.813
1.71,64.0,-1.0,21.88707637,48.35,15.0,31.85,4.0,4.0,0.61,73.407
1.8,75.0,-1.0,23.14814815,45.41,0.0,32.00344904279279,5.0,4.0,0.31,80.029
1.64,54.0,1.0,20.07733492,38.93,6.0,33.044000000000004,4.0,4.0,0.74,72.891
1.71,64.0,-1.0,21.88707637,50.95,13.0,32.163000000000004,5.0,5.0,0.5,77.574
1.6,63.0,1.0,24.609375,58.39,8.0,32.344,4.0,4.0,0.36,77.923
1.67,56.0,1.0,20.07960128,57.81,75.0,30.828000000000007,4.0,6.0,0.36,75.65899999999998
1.6,63.0,1.0,24.609375,55.28,7.0,31.693,4.0,4.0,0.36,79.32600000000002
1.62,56.0,1.0,21.33821064,23.458,38.0,32.00344904279279,4.0,6.0,0.57,78.208
1.66,57.0,1.0,20.68515024,40.52,1.0,30.034,4.0,4.0,0.61,73.926
1.66,57.0,1.0,20.68515024,50.77,3.0,32.00344904279279,4.0,4.0,0.31,75.65899999999998
1.77,68.0,-1.0,21.70512943,53.63800000000001,32.111012956419316,32.00344904279279,4.0,4.0,0.54,75.029
1.69,75.0,-1.0,26.25958475,52.74,32.111012956419316,32.707,3.0,4.0,0.31,77.749
1.69,75.0,-1.0,26.25958475,56.52,74.0,32.733000000000004,4.0,5.0,0.31,80.029
1.6,52.5,1.0,20.5078125,53.58600000000001,32.111012956419316,32.00344904279279,5.0,5.0,0.53,80.53699999999998
1.77,58.0,-1.0,18.51319863,48.285,11.0,32.215,4.0,4.0,0.36,78.382
1.77,68.0,-1.0,21.70512943,58.602,32.111012956419316,32.00344904279279,4.0,4.0,0.54,75.85300000000002
1.62,56.0,1.0,21.33821064,58.63,27.0,32.707,4.0,6.0,0.36,75.942
1.77,68.0,-1.0,21.70512943,56.246,32.111012956419316,31.379,4.0,4.0,0.54,76.419
1.64,54.0,1.0,20.07733492,61.81100000000001,16.0,31.798,4.0,4.0,0.74,77.203
1.69,75.0,-1.0,26.25958475,57.46,93.0,32.967,3.0,6.0,0.31,78.8
1.77,68.0,-1.0,21.70512943,57.162,32.111012956419316,32.00344904279279,3.0,4.0,0.54,76.63600000000002
1.78,73.0,-1.0,23.0400202,62.96,54.0,32.344,4.0,4.0,0.36,76.181
1.78,73.0,-1.0,23.0400202,62.36,62.0,32.941,4.0,4.0,0.36,77.574
1.8,75.0,-1.0,23.14814815,45.46,32.111012956419316,31.3,5.0,4.0,0.31,80.559
1.78,73.0,-1.0,23.0400202,59.71,46.0,32.804500000000004,4.0,5.0,0.36,77.05
1.71,64.0,-1.0,21.88707637,57.19,0.0,33.79,4.0,4.0,0.5,77.225
1.69,75.0,-1.0,26.25958475,53.98,69.0,32.241,4.0,5.0,0.31,81.62100000000002
1.6,52.5,1.0,20.5078125,62.764,23.0,32.00344904279279,5.0,4.0,0.96,76.507
1.71,64.0,-1.0,21.88707637,46.53,32.111012956419316,32.00344904279279,4.0,4.0,0.61,74.619
1.77,68.0,-1.0,21.70512943,58.37600000000001,0.0,31.431,4.0,4.0,0.54,76.071
1.77,68.0,-1.0,21.70512943,52.24800000000001,34.0,31.798,4.0,4.0,0.54,75.42
1.71,64.0,-1.0,21.88707637,47.53,58.0,32.422,4.0,4.0,0.61,76.006
1.77,68.0,-1.0,21.70512943,60.117,17.0,32.811,3.0,4.0,0.54,75.376
1.77,58.0,-1.0,18.51319863,55.078,35.5,33.945,4.0,4.0,0.36,77.815
1.71,64.0,-1.0,21.88707637,42.28,23.0,33.996,3.0,3.0,0.74,75.484
1.63,50.0,1.0,18.81892431,50.53,28.0,30.642,4.0,6.0,0.31,81.797
1.66,57.0,1.0,20.68515024,40.49,6.0,32.552,4.0,4.0,0.36,78.274
1.77,58.0,-1.0,18.51319863,53.089,6.0,32.189,4.0,4.0,0.36,77.335
1.67,56.0,1.0,20.07960128,49.67,51.0,32.00344904279279,4.0,4.0,0.5,73.753
1.71,64.0,-1.0,21.88707637,44.57,55.0,32.993,4.0,4.0,0.61,74.619
1.69,75.0,-1.0,26.25958475,34.67,35.0,32.267,4.0,5.0,0.67,77.05
1.66,57.0,1.0,20.68515024,39.59,32.111012956419316,32.422,4.0,4.0,0.57,75.484
1.66,57.0,1.0,20.68515024,39.59,32.111012956419316,31.798,4.0,4.0,0.57,75.484
1.66,57.0,1.0,20.68515024,54.29,25.0,32.474000000000004,4.0,4.0,0.54,75.65899999999998
1.77,90.0,-1.0,28.72737719,59.701,50.0,31.981,4.0,4.0,0.36,76.464
1.6,63.0,1.0,24.609375,36.53,9.5,30.51,4.0,4.0,0.5,77.4
1.67,56.0,1.0,20.07960128,55.42,32.111012956419316,30.4705,3.0,3.0,0.74,73.926
1.77,90.0,-1.0,28.72737719,61.096,13.0,31.902,4.0,5.0,0.36,75.29
1.67,56.0,1.0,20.07960128,51.13,61.0,32.00344904279279,3.0,3.0,0.67,72.028
1.83,74.0,-1.0,22.09680791,49.57,54.0,32.318000000000005,4.0,5.0,0.5,82.33
1.77,68.0,-1.0,21.70512943,58.419,32.111012956419316,32.00344904279279,4.0,4.0,0.54,75.85300000000002
1.77,68.0,-1.0,21.70512943,59.035,32.111012956419316,32.00344904279279,4.0,4.0,0.54,75.551
1.83,74.0,-1.0,22.09680791,58.76,55.0,32.578,4.0,5.0,0.5,77.574
1.69,75.0,-1.0,26.25958475,33.49,32.111012956419316,32.00344904279279,3.0,4.0,0.67,76.354
1.63,50.0,1.0,18.81892431,56.0,29.0,30.034,3.0,4.0,0.5,75.312
1.77,68.0,-1.0,21.70512943,58.581,61.0,31.641,4.0,4.0,0.54,77.421
1.6,63.0,1.0,24.609375,53.25,19.5,31.693,4.0,4.0,0.5,80.559
1.62,56.0,1.0,21.33821064,50.963,32.111012956419316,32.00344904279279,4.0,6.0,0.61,75.16
1.63,50.0,1.0,18.81892431,59.25,51.0,30.854,3.0,6.0,0.31,77.923
1.69,75.0,-1.0,26.25958475,25.57,4.0,31.379,3.0,4.0,0.36,74.791
1.77,68.0,-1.0,21.70512943,52.066,55.0,31.719,4.0,4.0,0.54,74.683
1.69,75.0,-1.0,26.25958475,52.26,32.111012956419316,33.224000000000004,3.0,5.0,0.31,79.502
1.77,68.0,-1.0,21.70512943,59.265,32.111012956419316,32.00344904279279,4.0,4.0,0.54,76.11399999999998
1.69,75.0,-1.0,26.25958475,57.31,40.0,30.748,3.0,6.0,0.31,78.098
1.6,52.5,1.0,20.5078125,53.79,24.0,32.00344904279279,4.0,4.0,0.53,80.71300000000002
1.8,75.0,-1.0,23.14814815,47.56,15.0,32.00344904279279,5.0,5.0,0.31,80.911
1.6,63.0,1.0,24.609375,57.13,27.0,32.707,4.0,4.0,0.36,78.975
1.63,50.0,1.0,18.81892431,54.62,21.0,32.00344904279279,3.0,4.0,0.5,77.05
1.67,56.0,1.0,20.07960128,47.74,54.0,32.00344904279279,3.0,4.0,0.67,73.234
1.74,65.0,-1.0,21.46915048,52.96,22.0,33.456,6.0,6.0,0.54,79.678
1.6,63.0,1.0,24.609375,49.07,23.0,31.824,4.0,4.0,0.96,79.32600000000002
1.71,64.0,-1.0,21.88707637,46.9,25.0,32.00344904279279,4.0,4.0,0.61,74.964
1.69,75.0,-1.0,26.25958475,53.03,32.111012956419316,32.00344904279279,3.0,5.0,0.31,76.703
1.62,56.0,1.0,21.33821064,51.164,31.0,32.552,5.0,6.0,0.61,76.158
1.8,75.0,-1.0,23.14814815,48.67,10.0,32.033,4.0,6.0,0.31,83.221
1.71,64.0,-1.0,21.88707637,50.83,70.0,31.719,5.0,5.0,0.5,77.574
1.66,57.0,1.0,20.68515024,43.61,19.0,31.379,4.0,4.0,0.36,78.274
1.83,74.0,-1.0,22.09680791,53.29,2.0,31.51,3.0,3.0,0.5,77.749
1.77,68.0,-1.0,21.70512943,53.209,31.0,32.63,3.0,4.0,0.54,74.77
1.74,65.0,-1.0,21.46915048,50.97,10.0,32.915,4.0,6.0,0.36,80.735
1.77,58.0,-1.0,18.51319863,48.471,12.0,33.945,5.0,4.0,0.36,78.251
1.71,64.0,-1.0,21.88707637,56.38,32.111012956419316,32.00344904279279,4.0,4.0,0.74,74.446
1.6,52.5,1.0,20.5078125,39.622,24.0,31.196,4.0,5.0,0.31,78.208
1.77,68.0,-1.0,21.70512943,59.82100000000001,32.111012956419316,32.00344904279279,3.0,4.0,0.54,75.85300000000002
1.77,58.0,-1.0,18.51319863,50.083,12.0,33.147,4.0,4.0,0.36,79.96300000000002
1.77,90.0,-1.0,28.72737719,60.313,13.0,32.967,3.0,5.0,0.36,76.854
1.74,65.0,-1.0,21.46915048,50.33,23.0,32.422,4.0,5.0,0.36,81.442
1.77,68.0,-1.0,21.70512943,49.824,8.0,31.405,3.0,4.0,0.54,73.645
1.77,58.0,-1.0,18.51319863,49.182,5.0,30.695,4.0,4.0,0.36,76.375
1.63,50.0,1.0,18.81892431,57.91,23.0,32.00344904279279,3.0,4.0,0.5,74.446
1.77,58.0,-1.0,18.51319863,55.096,24.0,33.405,4.0,4.0,0.36,78.033
1.77,68.0,-1.0,21.70512943,52.328,32.111012956419316,32.00344904279279,4.0,4.0,0.54,73.126
1.77,68.0,-1.0,21.70512943,60.078,57.0,32.059,4.0,4.0,0.54,76.375
1.64,54.0,1.0,20.07733492,61.089,32.111012956419316,32.37,4.0,4.0,0.74,78.645
1.77,58.0,-1.0,18.51319863,47.285,66.0,31.117,4.0,4.0,0.36,77.596
1.77,68.0,-1.0,21.70512943,59.423,32.111012956419316,32.00344904279279,4.0,4.0,0.54,75.46300000000002
1.77,68.0,-1.0,21.70512943,60.416,0.0,31.745,3.0,4.0,0.54,75.376
1.63,50.0,1.0,18.81892431,55.02,10.0,32.00344904279279,3.0,4.0,0.5,74.964
1.71,64.0,-1.0,21.88707637,55.1,10.0,32.00344904279279,4.0,3.0,0.61,75.484
1.77,58.0,-1.0,18.51319863,55.728,81.0,33.096,4.0,4.0,0.36,78.12100000000002
1.6,63.0,1.0,24.609375,51.48,32.111012956419316,31.17,4.0,4.0,0.5,79.85300000000002
1.64,54.0,1.0,20.07733492,36.94,32.111012956419316,32.00344904279279,4.0,4.0,0.74,72.718
1.77,58.0,-1.0,18.51319863,49.786,12.0,30.405,4.0,4.0,0.36,75.85300000000002
1.69,75.0,-1.0,26.25958475,58.01,76.0,32.396,3.0,6.0,0.31,77.923
1.62,56.0,1.0,21.33821064,38.825,32.111012956419316,32.448,5.0,6.0,0.57,81.333
1.63,50.0,1.0,18.81892431,57.15,17.0,32.137,4.0,6.0,0.31,80.206
1.77,68.0,-1.0,21.70512943,58.75100000000001,32.111012956419316,32.00344904279279,4.0,4.0,0.54,73.99
1.62,56.0,1.0,21.33821064,49.483,27.0,32.344,5.0,6.0,0.61,76.203
1.62,56.0,1.0,21.33821064,48.49,32.111012956419316,32.00344904279279,4.0,6.0,0.61,76.63600000000002
1.69,75.0,-1.0,26.25958475,52.78,32.111012956419316,31.405,3.0,4.0,0.31,79.32600000000002
1.71,64.0,-1.0,21.88707637,44.83,42.0,32.707,4.0,5.0,0.61,76.876
1.6,63.0,1.0,24.609375,54.96,29.5,32.007,4.0,4.0,0.36,78.274
1.6,63.0,1.0,24.609375,46.75,20.0,30.51,4.0,4.0,0.96,78.624
1.64,54.0,1.0,20.07733492,41.67,1.0,32.189,4.0,4.0,0.74,74.619
1.71,64.0,-1.0,21.88707637,55.3,14.0,32.00344904279279,4.0,3.0,0.61,75.484
1.78,73.0,-1.0,23.0400202,43.89,66.5,33.25,5.0,5.0,0.36,78.274
1.77,68.0,-1.0,21.70512943,54.32899999999999,32.111012956419316,32.00344904279279,3.0,4.0,0.54,74.64
1.77,58.0,-1.0,18.51319863,54.44600000000001,16.0,31.641,4.0,4.0,0.36,78.559
1.63,50.0,1.0,18.81892431,54.55,18.0,30.933000000000003,3.0,4.0,0.5,76.181
1.77,68.0,-1.0,21.70512943,54.924,18.0,32.785,4.0,4.0,0.54,76.24600000000002
1.71,64.0,-1.0,21.88707637,55.29,5.0,32.00344904279279,3.0,5.0,0.5,77.4
1.83,74.0,-1.0,22.09680791,55.63,62.0,32.059,4.0,4.0,0.5,79.502
1.71,64.0,-1.0,21.88707637,55.83,16.0,32.00344904279279,4.0,6.0,0.36,78.449
1.77,68.0,-1.0,21.70512943,56.06800000000001,8.0,34.763000000000005,3.0,3.0,0.54,74.597
1.77,68.0,-1.0,21.70512943,59.548,1.0,31.143,3.0,4.0,0.54,75.508
1.69,75.0,-1.0,26.25958475,53.15,32.111012956419316,32.318000000000005,3.0,4.0,0.31,78.975
1.6,63.0,1.0,24.609375,55.68,7.0,33.224000000000004,4.0,4.0,0.36,79.15100000000002
1.6,63.0,1.0,24.609375,56.59,78.0,30.642,4.0,4.0,0.36,77.4
1.63,50.0,1.0,18.81892431,56.07,45.0,30.219,4.0,6.0,0.31,79.15100000000002
1.77,68.0,-1.0,21.70512943,56.272,32.111012956419316,31.117,4.0,4.0,0.54,75.204
1.69,75.0,-1.0,26.25958475,58.51,95.0,31.955,3.0,6.0,0.31,78.449
1.66,57.0,1.0,20.68515024,52.42,4.0,31.327,4.0,4.0,0.54,77.225
1.77,68.0,-1.0,21.70512943,59.293,32.111012956419316,32.00344904279279,3.0,4.0,0.54,75.72399999999998
1.62,56.0,1.0,21.33821064,50.57899999999999,1.0,30.88,5.0,6.0,0.61,74.683
1.64,54.0,1.0,20.07733492,61.044,7.0,32.552,3.0,3.0,0.74,78.42699999999998
1.77,68.0,-1.0,21.70512943,60.468,66.0,30.748,3.0,3.0,0.54,77.029
1.62,56.0,1.0,21.33821064,59.353,32.111012956419316,32.00344904279279,5.0,6.0,0.5,75.376
1.71,64.0,-1.0,21.88707637,43.14,43.0,32.915,4.0,4.0,0.61,76.006
1.69,75.0,-1.0,26.25958475,32.42,13.0,31.981,3.0,4.0,0.67,76.354
1.77,68.0,-1.0,21.70512943,51.713,32.111012956419316,33.765,3.0,4.0,0.54,74.206
1.77,90.0,-1.0,28.72737719,61.40600000000001,69.0,30.167,4.0,4.0,0.36,75.333
1.62,56.0,1.0,21.33821064,47.455,14.0,33.122,5.0,6.0,0.61,77.335
1.62,56.0,1.0,21.33821064,40.506,20.0,31.719,6.0,5.0,0.61,79.567
1.67,56.0,1.0,20.07960128,52.49,32.111012956419316,32.00344904279279,4.0,4.0,0.67,71.683
1.77,58.0,-1.0,18.51319863,55.137,21.0,32.111,4.0,4.0,0.36,78.514
1.69,75.0,-1.0,26.25958475,53.44,32.111012956419316,32.448,4.0,5.0,0.31,81.62100000000002
1.67,56.0,1.0,20.07960128,50.21,60.0,30.114,4.0,4.0,0.67,74.791
1.6,63.0,1.0,24.609375,59.37,32.111012956419316,32.00344904279279,3.0,3.0,0.36,78.624
1.77,58.0,-1.0,18.51319863,48.07899999999999,1.0,33.173,4.0,4.0,0.36,76.811
1.6,52.5,1.0,20.5078125,55.995,32.111012956419316,32.00344904279279,4.0,4.0,0.96,73.688
1.63,50.0,1.0,18.81892431,55.98,47.5,31.51,3.0,4.0,0.5,76.181
1.66,57.0,1.0,20.68515024,51.47,23.0,32.448,4.0,4.0,0.36,78.8
1.64,54.0,1.0,20.07733492,62.01,16.0,30.933000000000003,4.0,4.0,0.74,78.42699999999998
1.6,63.0,1.0,24.609375,54.13,81.0,31.431,4.0,4.0,0.36,78.098
1.6,52.5,1.0,20.5078125,54.735,16.0,32.00344904279279,3.0,3.0,0.96,74.64
1.74,65.0,-1.0,21.46915048,49.78,49.0,31.955,4.0,6.0,0.36,81.975
1.77,90.0,-1.0,28.72737719,57.231,32.111012956419316,31.248,3.0,4.0,0.36,74.03399999999998
1.77,90.0,-1.0,28.72737719,58.995,16.0,32.396,3.0,5.0,0.36,76.593
1.77,68.0,-1.0,21.70512943,54.284,72.0,31.536,4.0,4.0,0.54,76.071
1.77,68.0,-1.0,21.70512943,57.415,32.111012956419316,32.00344904279279,4.0,4.0,0.54,73.73100000000002
1.77,58.0,-1.0,18.51319863,54.026,85.0,32.915,4.0,4.0,0.36,78.42699999999998
1.66,57.0,1.0,20.68515024,38.66,32.111012956419316,32.681999999999995,4.0,4.0,0.57,75.139
1.64,54.0,1.0,20.07733492,60.54,45.0,32.811,4.0,4.0,0.74,78.559
1.77,68.0,-1.0,21.70512943,54.315,61.5,32.993,3.0,4.0,0.54,76.071
1.74,65.0,-1.0,21.46915048,56.91,36.0,32.448,5.0,3.0,0.31,80.206
