height,weight,gender,bmi,age,rh,heart_rate,stress_level,skin_temp,eda,TC,TS,Clo,Act,env_temp
1.63,50.0,1.0,18.81892431,23.0,55.07,93.0,61.0,30.114,0.0427505,3.0,4.0,0.5,1.0,76.006
1.6,63.0,1.0,24.609375,24.0,56.26,118.0,32.111012956419316,30.986,0.013748000000000002,4.0,4.0,0.5,0.8,75.312
1.77,68.0,-1.0,21.70512943,24.0,58.896,63.0,1.0,32.137,0.032941000000000005,4.0,4.0,0.54,1.1,76.071
1.69,75.0,-1.0,26.25958475,24.0,25.41,61.0,32.111012956419316,30.021,-0.0014385,3.0,4.0,0.36,1.1,75.65899999999998
1.83,74.0,-1.0,22.09680791,24.0,48.4,58.0,0.0,31.458,0.0092935,4.0,7.0,0.5,1.1,78.449
1.71,64.0,-1.0,21.88707637,27.0,44.9,78.0,32.111012956419316,33.173,0.249844,5.0,5.0,0.61,1.1,78.8
1.6,63.0,1.0,24.609375,24.0,50.73,78.43582755203171,12.0,31.248,0.0378975,4.0,4.0,0.5,0.8,79.85300000000002
1.63,50.0,1.0,18.81892431,23.0,49.91,72.0,16.0,32.00344904279279,0.016276,3.0,4.0,0.5,1.1,74.619
1.71,64.0,-1.0,21.88707637,27.0,53.58,78.43582755203171,10.0,32.00344904279279,0.6672387206951386,5.0,5.0,0.5,1.0,78.624
1.77,58.0,-1.0,18.51319863,23.0,57.481,68.5,9.0,33.405,0.057183500000000005,4.0,4.0,0.36,0.8,76.768
1.77,68.0,-1.0,21.70512943,24.0,55.51,76.5,22.0,32.604,0.018894499999999998,3.0,4.0,0.54,1.1,77.335
1.6,52.5,1.0,20.5078125,24.0,64.675,70.5,22.0,32.00344904279279,0.5555165,4.0,4.0,0.96,1.1,75.333
1.71,64.0,-1.0,21.88707637,27.0,53.38,93.0,32.111012956419316,32.00344904279279,0.6672387206951386,4.0,4.0,0.61,1.0,73.407
1.77,68.0,-1.0,21.70512943,24.0,59.896,80.0,28.0,32.00344904279279,-0.0013095000000000001,4.0,4.0,0.54,1.1,76.375
1.77,68.0,-1.0,21.70512943,24.0,56.59,78.43582755203171,32.111012956419316,32.00344904279279,0.6672387206951386,4.0,4.0,0.54,1.0,72.653
1.77,68.0,-1.0,21.70512943,24.0,51.415,76.5,24.0,30.96,0.008565999999999999,3.0,4.0,0.54,1.0,75.767
1.6,52.5,1.0,20.5078125,24.0,61.545,81.0,25.0,30.59,2.5585675,4.0,4.0,0.53,1.0,75.204
1.71,64.0,-1.0,21.88707637,27.0,57.05,70.0,23.0,33.585,0.027578,5.0,4.0,0.5,1.1,77.4
1.63,50.0,1.0,18.81892431,23.0,57.33,78.43582755203171,0.0,31.065,0.16286199999999998,3.0,5.0,0.31,1.0,78.8
1.62,56.0,1.0,21.33821064,24.0,50.637,78.43582755203171,2.0,32.007,0.025939,3.0,4.0,0.57,1.2,72.91199999999998
1.66,57.0,1.0,20.68515024,25.0,53.52,69.0,21.0,31.379,0.0332755,4.0,4.0,0.36,1.0,77.05
1.77,58.0,-1.0,18.51319863,23.0,54.177,77.0,2.0,32.681999999999995,0.0694265,4.0,4.0,0.36,1.0,78.382
1.77,68.0,-1.0,21.70512943,24.0,51.135,101.0,32.111012956419316,32.00344904279279,0.492782,4.0,4.0,0.54,1.1,73.256
1.64,54.0,1.0,20.07733492,24.0,39.93,78.43582755203171,1.0,32.604,0.1951355,4.0,4.0,1.0,1.1,75.484
1.83,74.0,-1.0,22.09680791,24.0,48.98,80.5,57.0,33.044000000000004,0.011618999999999999,4.0,5.0,0.5,1.1,82.152
1.78,73.0,-1.0,23.0400202,24.0,56.15,65.0,27.0,32.215,0.23480749999999997,4.0,4.0,0.36,1.1,77.749
1.83,74.0,-1.0,22.09680791,24.0,58.71,81.0,53.0,32.526,0.1863105,4.0,4.0,0.31,1.0,78.975
1.66,57.0,1.0,20.68515024,25.0,24.99,64.0,9.0,31.222,0.017311,4.0,4.0,0.57,1.0,75.312
1.8,75.0,-1.0,23.14814815,33.0,44.21,63.0,5.0,31.248,0.10895449999999998,6.0,5.0,0.31,0.8,80.735
1.77,68.0,-1.0,21.70512943,24.0,50.106,75.0,24.0,32.681999999999995,0.0239535,3.0,4.0,0.54,1.1,73.558
1.78,73.0,-1.0,23.0400202,24.0,45.99,79.0,74.0,33.456,16.913623,4.0,5.0,0.36,1.0,77.574
1.6,52.5,1.0,20.5078125,24.0,61.074,93.0,48.0,32.00344904279279,-0.041544,4.0,4.0,0.54,1.8,78.07600000000002
1.74,65.0,-1.0,21.46915048,23.0,51.27,68.0,40.0,32.474000000000004,0.5609265,4.0,6.0,0.36,1.0,81.266
1.77,58.0,-1.0,18.51319863,23.0,54.137,99.0,82.0,32.215,0.005229999999999999,4.0,4.0,0.36,1.0,77.421
1.8,75.0,-1.0,23.14814815,33.0,49.69,75.0,43.5,30.431,0.1263425,4.0,5.0,0.31,1.1,80.735
1.64,54.0,1.0,20.07733492,24.0,43.41,78.43582755203171,32.111012956419316,32.318000000000005,0.111749,4.0,4.0,0.74,1.1,75.484
1.77,58.0,-1.0,18.51319863,23.0,52.894,95.0,68.0,31.615,0.019852,4.0,4.0,0.36,2.5,78.91
1.67,56.0,1.0,20.07960128,26.0,48.9,94.0,72.0,32.00344904279279,0.6672387206951386,4.0,4.0,0.67,1.1,72.545
1.64,54.0,1.0,20.07733492,24.0,62.332,64.0,2.0,32.00344904279279,0.6672387206951386,4.0,5.0,0.74,1.0,76.986
1.77,68.0,-1.0,21.70512943,24.0,59.601000000000006,78.43582755203171,32.111012956419316,32.00344904279279,0.6672387206951386,3.0,4.0,0.54,1.0,75.767
1.83,74.0,-1.0,22.09680791,24.0,52.71,57.0,6.0,32.00344904279279,0.005749499999999999,4.0,5.0,0.5,1.1,77.4
1.74,65.0,-1.0,21.46915048,23.0,53.12,64.0,15.0,33.07,0.052125500000000005,5.0,7.0,0.54,0.8,79.502
1.77,90.0,-1.0,28.72737719,28.0,59.68899999999999,78.43582755203171,32.111012956419316,32.00344904279279,0.6672387206951386,4.0,4.0,0.36,1.0,76.768
1.71,64.0,-1.0,21.88707637,27.0,52.24,84.0,32.111012956419316,32.37,0.075423,5.0,5.0,0.5,1.1,77.574
1.69,75.0,-1.0,26.25958475,24.0,52.14,91.0,32.111012956419316,31.588,0.0230445,3.0,5.0,0.31,1.0,77.4
1.77,68.0,-1.0,21.70512943,24.0,52.661,74.0,32.111012956419316,32.733000000000004,0.015359000000000001,4.0,4.0,0.54,1.0,75.029
1.64,54.0,1.0,20.07733492,24.0,60.839,66.0,20.0,31.458,1.0534455,4.0,4.0,0.74,1.0,78.865
1.77,90.0,-1.0,28.72737719,28.0,59.302,76.0,33.0,32.941,1.0672549999999998,5.0,4.0,0.36,1.1,78.733
1.66,57.0,1.0,20.68515024,25.0,15.0,65.5,14.5,32.00344904279279,0.6672387206951386,4.0,4.0,0.67,1.4,78.098
1.62,56.0,1.0,21.33821064,24.0,30.599,73.0,39.0,30.431,0.039363,5.0,5.0,0.61,1.1,79.084
1.6,63.0,1.0,24.609375,24.0,56.19,79.0,12.0,32.00344904279279,0.0107655,4.0,4.0,0.96,1.1,70.995
1.78,73.0,-1.0,23.0400202,24.0,40.95,88.0,75.0,33.25,0.2214815,4.0,7.0,0.36,1.0,78.098
1.77,90.0,-1.0,28.72737719,28.0,62.285,79.0,29.0,32.137,0.379738,5.0,4.0,0.36,1.1,77.945
1.77,68.0,-1.0,21.70512943,24.0,51.49800000000001,78.0,21.0,31.955,0.014823500000000002,3.0,4.0,0.54,1.0,75.594
1.77,68.0,-1.0,21.70512943,24.0,59.511,78.43582755203171,32.111012956419316,32.00344904279279,0.6672387206951386,4.0,4.0,0.54,1.0,75.42
1.69,75.0,-1.0,26.25958475,24.0,55.69,78.43582755203171,32.111012956419316,33.559,0.0040345,3.0,6.0,0.31,1.0,79.85300000000002
1.78,73.0,-1.0,23.0400202,24.0,52.31,102.0,32.111012956419316,33.173,1.2209145,4.0,4.0,0.36,1.0,81.975
1.78,73.0,-1.0,23.0400202,24.0,57.56,95.0,32.111012956419316,30.828000000000007,0.050373,4.0,4.0,0.36,1.0,77.574
1.77,68.0,-1.0,21.70512943,24.0,53.541,65.0,11.0,32.5,0.16022599999999998,4.0,4.0,0.54,1.1,76.63600000000002
1.6,52.5,1.0,20.5078125,24.0,46.666,78.43582755203171,32.111012956419316,32.00344904279279,0.7609560000000001,5.0,4.0,0.96,1.1,80.096
1.63,50.0,1.0,18.81892431,23.0,56.15,90.0,32.111012956419316,31.117,0.32986325,3.0,5.0,0.31,1.1,78.975
1.77,68.0,-1.0,21.70512943,24.0,58.527,96.5,78.0,30.272,0.0108895,3.0,3.0,0.54,1.0,77.509
1.71,64.0,-1.0,21.88707637,27.0,44.14,75.0,32.111012956419316,30.828000000000007,0.0901265,4.0,5.0,0.61,1.0,76.876
1.77,68.0,-1.0,21.70512943,24.0,58.03100000000001,78.43582755203171,32.111012956419316,32.00344904279279,0.6672387206951386,3.0,3.0,0.54,1.0,78.208
1.8,75.0,-1.0,23.14814815,33.0,37.79,74.5,45.0,30.986,0.0471015,5.0,5.0,0.31,1.0,81.797
1.63,50.0,1.0,18.81892431,23.0,55.82,76.0,32.111012956419316,30.775,0.1147115,3.0,5.0,0.31,1.2,77.749
1.77,58.0,-1.0,18.51319863,23.0,58.445,78.43582755203171,32.111012956419316,32.00344904279279,0.6672387206951386,4.0,4.0,0.36,0.8,76.899
1.66,57.0,1.0,20.68515024,25.0,51.62,55.0,17.0,32.474000000000004,0.2368535,4.0,4.0,0.31,0.8,78.624
1.77,68.0,-1.0,21.70512943,24.0,54.187,78.43582755203171,32.111012956419316,32.00344904279279,0.6672387206951386,3.0,4.0,0.54,1.0,71.577
1.62,56.0,1.0,21.33821064,24.0,57.108,92.0,69.0,30.537,0.031635500000000004,4.0,6.0,0.61,1.0,77.029
1.83,74.0,-1.0,22.09680791,24.0,52.36,67.0,10.0,30.933000000000003,0.008645,3.0,3.0,0.5,1.1,78.274
1.77,68.0,-1.0,21.70512943,24.0,58.587,78.43582755203171,32.111012956419316,32.00344904279279,0.6672387206951386,4.0,4.0,0.54,1.0,76.768
1.6,52.5,1.0,20.5078125,24.0,61.364,84.0,32.111012956419316,30.775,0.47679849999999996,5.0,4.0,0.5,1.7,80.008
1.71,64.0,-1.0,21.88707637,27.0,55.05,78.43582755203171,32.111012956419316,32.00344904279279,0.6672387206951386,4.0,4.0,0.74,1.0,71.683
1.6,63.0,1.0,24.609375,24.0,52.91,71.0,15.0,30.748,0.0143275,4.0,4.0,0.96,1.1,74.271
1.77,68.0,-1.0,21.70512943,24.0,51.489,71.0,18.0,32.033,0.007718500000000001,3.0,4.0,0.54,1.0,75.46300000000002
1.6,63.0,1.0,24.609375,24.0,51.37,81.0,18.0,30.986,0.01455,4.0,4.0,0.96,1.0,76.703
1.78,73.0,-1.0,23.0400202,24.0,62.56,70.0,30.0,32.344,0.0331085,4.0,5.0,0.5,1.0,75.832
1.78,73.0,-1.0,23.0400202,24.0,44.66,78.43582755203171,32.111012956419316,33.25,10.388194,4.0,5.0,0.36,1.0,76.181
1.62,56.0,1.0,21.33821064,24.0,52.265,104.0,32.111012956419316,32.00344904279279,0.07063900000000001,4.0,6.0,0.61,1.7,76.071
1.69,75.0,-1.0,26.25958475,24.0,54.75,105.0,93.0,33.765,0.050961,3.0,4.0,0.31,1.8,78.8
1.83,74.0,-1.0,22.09680791,24.0,59.94,84.0,69.0,32.396,0.31450900000000004,6.0,4.0,0.31,1.0,78.098
1.71,64.0,-1.0,21.88707637,27.0,43.21,68.5,14.0,30.96,0.07331499999999999,4.0,5.0,0.61,1.1,76.703
1.67,56.0,1.0,20.07960128,26.0,56.23,84.0,47.0,32.00344904279279,1.069416,3.0,4.0,0.36,1.0,75.139
1.8,75.0,-1.0,23.14814815,33.0,46.99,65.0,1.0,32.656,0.061343000000000016,4.0,5.0,0.31,0.8,81.266
1.78,73.0,-1.0,23.0400202,24.0,51.55,94.0,84.0,33.456,7.718552499999999,4.0,5.0,0.36,1.0,80.206
1.64,54.0,1.0,20.07733492,24.0,41.79,78.43582755203171,0.0,32.63,3.994944,4.0,4.0,0.74,1.1,77.225
1.64,54.0,1.0,20.07733492,24.0,60.82,88.0,60.0,32.215,0.186711,4.0,4.0,0.74,1.0,78.645
1.63,50.0,1.0,18.81892431,23.0,55.23,73.0,7.0,31.327,0.043352999999999996,3.0,5.0,0.31,1.0,79.32600000000002
1.64,54.0,1.0,20.07733492,24.0,42.12,78.43582755203171,32.111012956419316,32.00344904279279,0.6672387206951386,4.0,4.0,0.74,1.1,74.098
1.62,56.0,1.0,21.33821064,24.0,37.331,73.0,19.0,32.085,0.12677750000000002,5.0,5.0,0.61,1.0,78.382
1.69,75.0,-1.0,26.25958475,24.0,52.05,68.0,32.111012956419316,33.199,0.0428295,3.0,5.0,0.31,1.0,79.502
1.6,63.0,1.0,24.609375,24.0,55.12,78.43582755203171,12.0,30.986,0.0128565,4.0,4.0,0.96,1.1,73.926
1.74,65.0,-1.0,21.46915048,23.0,50.4,76.0,49.0,32.344,0.029255,4.0,5.0,0.36,1.0,83.221
1.77,90.0,-1.0,28.72737719,28.0,59.824,63.0,21.0,33.199,0.142105,4.0,4.0,0.36,1.1,76.55
1.77,68.0,-1.0,21.70512943,24.0,59.847,78.43582755203171,32.111012956419316,32.00344904279279,0.6672387206951386,3.0,4.0,0.54,1.0,76.507
1.64,54.0,1.0,20.07733492,24.0,43.15,65.5,0.0,33.507,0.1841475,3.0,4.0,0.74,1.1,74.271
1.77,58.0,-1.0,18.51319863,23.0,51.941,104.0,95.0,31.745,0.006804000000000001,4.0,4.0,0.36,1.0,76.419
1.64,54.0,1.0,20.07733492,24.0,60.858,73.0,41.0,31.588,1.042401,4.0,4.0,0.74,1.0,79.128
1.83,74.0,-1.0,22.09680791,24.0,55.4,69.0,32.111012956419316,30.748,0.025079,4.0,6.0,0.5,1.1,78.098
1.8,75.0,-1.0,23.14814815,33.0,51.28,60.0,0.0,32.00344904279279,0.030424500000000007,5.0,5.0,0.31,1.0,80.029
1.63,50.0,1.0,18.81892431,23.0,53.66,69.5,11.0,32.00344904279279,0.0262995,3.0,4.0,0.5,1.0,77.749
1.77,90.0,-1.0,28.72737719,28.0,59.589,78.43582755203171,32.111012956419316,32.00344904279279,0.6672387206951386,4.0,5.0,0.36,1.0,76.681
1.64,54.0,1.0,20.07733492,24.0,38.39,72.0,0.0,32.267,0.119671,4.0,4.0,1.0,1.1,76.006
1.67,56.0,1.0,20.07960128,26.0,54.87,89.0,32.111012956419316,31.065,0.7962675000000001,4.0,6.0,0.36,1.1,76.703
1.66,57.0,1.0,20.68515024,25.0,40.57,83.0,32.111012956419316,31.431,0.037110500000000005,3.0,4.0,0.57,1.0,75.139
1.62,56.0,1.0,21.33821064,24.0,41.405,82.0,60.0,32.00344904279279,0.07598400000000001,4.0,6.0,0.61,1.1,73.342
1.77,68.0,-1.0,21.70512943,24.0,58.132,78.43582755203171,32.111012956419316,32.00344904279279,0.6672387206951386,4.0,4.0,0.54,1.0,75.72399999999998
1.66,57.0,1.0,20.68515024,25.0,50.39,62.0,6.0,31.85,0.009193999999999999,4.0,4.0,0.31,1.0,77.923
1.74,65.0,-1.0,21.46915048,23.0,50.69,69.0,3.0,32.63,0.081884,4.0,5.0,0.36,1.1,81.797
1.66,57.0,1.0,20.68515024,25.0,38.86,79.0,52.5,31.379,2.0798229999999998,5.0,4.0,0.57,1.1,75.312
1.77,58.0,-1.0,18.51319863,23.0,50.269,83.0,17.0,32.837,0.0187885,4.0,4.0,0.36,0.8,78.953
1.77,90.0,-1.0,28.72737719,28.0,58.037,68.0,0.0,32.552,0.2527005,4.0,4.0,0.36,1.1,75.16
1.62,56.0,1.0,21.33821064,24.0,41.246,70.0,22.0,32.785,0.06436549999999999,5.0,6.0,0.61,1.0,77.684
1.78,73.0,-1.0,23.0400202,24.0,41.71,78.0,56.0,32.863,0.22123649999999997,4.0,7.0,0.36,1.0,78.098
1.77,58.0,-1.0,18.51319863,23.0,51.65600000000001,90.0,51.0,31.955,0.0085725,3.0,4.0,0.36,1.0,77.727
1.66,57.0,1.0,20.68515024,25.0,15.61,69.0,32.111012956419316,31.693,0.005795000000000001,4.0,4.0,0.36,1.0,73.234
1.77,68.0,-1.0,21.70512943,24.0,54.40600000000001,73.0,24.0,30.669,0.0056695,4.0,4.0,0.54,1.1,76.028
1.64,54.0,1.0,20.07733492,24.0,61.437,73.0,7.0,32.137,0.2500575,3.0,3.0,0.74,1.0,78.07600000000002
1.63,50.0,1.0,18.81892431,23.0,52.02,91.0,32.111012956419316,32.00344904279279,1.249969,3.0,4.0,0.5,2.5,74.271
1.77,68.0,-1.0,21.70512943,24.0,56.13,78.43582755203171,32.111012956419316,32.00344904279279,-0.0025105,3.0,4.0,0.54,1.8,77.684
1.77,68.0,-1.0,21.70512943,24.0,61.701,78.43582755203171,32.111012956419316,32.00344904279279,0.6672387206951386,4.0,4.0,0.54,1.0,74.597
1.6,52.5,1.0,20.5078125,24.0,50.664,78.43582755203171,32.111012956419316,31.143,0.918024,3.0,3.0,0.36,1.0,77.292
1.66,57.0,1.0,20.68515024,25.0,49.73,59.5,2.0,32.007,0.0088915,4.0,4.0,0.54,1.0,78.449
1.66,57.0,1.0,20.68515024,25.0,39.83,62.0,32.111012956419316,30.695,0.0431275,4.0,4.0,0.31,0.8,75.312
1.77,68.0,-1.0,21.70512943,24.0,53.145,90.0,70.0,34.405,0.5718650000000001,4.0,4.0,0.54,1.0,74.33800000000002
1.71,64.0,-1.0,21.88707637,27.0,50.26,79.0,44.0,30.907,0.0270755,5.0,5.0,0.5,1.0,77.749
1.77,68.0,-1.0,21.70512943,24.0,56.826,90.0,69.0,33.096,0.593853,3.0,4.0,0.54,1.0,77.072
1.74,65.0,-1.0,21.46915048,23.0,53.28,78.43582755203171,32.111012956419316,32.00344904279279,0.002572,4.0,5.0,0.31,1.0,80.382
1.77,68.0,-1.0,21.70512943,24.0,56.455,92.0,69.0,32.889,0.354405,4.0,4.0,0.54,1.1,75.551
1.77,58.0,-1.0,18.51319863,23.0,49.352,89.0,53.0,31.51,0.026535500000000004,3.0,4.0,0.36,1.1,78.777
1.6,63.0,1.0,24.609375,24.0,52.22,75.0,20.0,31.588,0.0723345,4.0,4.0,0.5,0.8,79.502
1.77,68.0,-1.0,21.70512943,24.0,52.777,78.43582755203171,32.111012956419316,32.00344904279279,0.6672387206951386,3.0,4.0,0.54,1.0,72.39399999999998
1.77,68.0,-1.0,21.70512943,24.0,54.206,95.0,76.0,32.085,0.0477315,4.0,4.0,0.54,1.0,75.074
1.69,75.0,-1.0,26.25958475,24.0,45.11,86.0,8.0,32.578,0.003982,4.0,5.0,0.36,1.1,77.05
1.78,73.0,-1.0,23.0400202,24.0,62.22,91.0,80.0,32.941,0.133885,5.0,4.0,0.36,1.0,78.8
1.77,68.0,-1.0,21.70512943,24.0,55.621,78.43582755203171,32.111012956419316,32.00344904279279,0.6672387206951386,3.0,4.0,0.54,1.0,77.553
1.8,75.0,-1.0,23.14814815,33.0,52.82,74.0,57.0,31.431,2.2358805000000004,5.0,3.0,0.31,1.2,81.266
1.66,57.0,1.0,20.68515024,25.0,53.65,60.0,0.0,31.17,0.0106235,4.0,4.0,0.54,1.0,76.181
1.63,50.0,1.0,18.81892431,23.0,58.07,78.43582755203171,39.0,32.00344904279279,2.3615845,3.0,6.0,0.31,1.1,77.923
1.6,52.5,1.0,20.5078125,24.0,37.682,101.0,32.111012956419316,32.00344904279279,-0.0089345,4.0,5.0,0.54,1.2,75.247
1.6,52.5,1.0,20.5078125,24.0,63.182,81.0,34.0,30.722,0.3355065,5.0,4.0,0.5,1.0,77.509
1.77,58.0,-1.0,18.51319863,23.0,52.872,103.0,81.0,30.378,0.003954999999999999,4.0,4.0,0.36,1.0,76.986
1.83,74.0,-1.0,22.09680791,24.0,51.87,69.5,8.0,33.096,0.019086000000000002,4.0,6.0,0.5,1.0,79.502
1.77,58.0,-1.0,18.51319863,23.0,53.117,84.0,24.0,30.669,0.023072,4.0,4.0,0.36,1.0,77.292
1.71,64.0,-1.0,21.88707637,27.0,53.83,81.0,32.111012956419316,32.00344904279279,0.6672387206951386,4.0,4.0,0.61,1.0,73.062
1.63,50.0,1.0,18.81892431,23.0,54.1,77.0,32.111012956419316,30.14,0.0739015,3.0,4.0,0.5,1.0,76.006
1.77,68.0,-1.0,21.70512943,24.0,57.602,78.43582755203171,32.111012956419316,32.00344904279279,0.6672387206951386,5.0,4.0,0.54,1.0,74.51100000000002
1.6,52.5,1.0,20.5078125,24.0,57.054,83.0,35.0,30.272,0.16645500000000002,4.0,4.0,0.96,1.1,73.818
1.77,68.0,-1.0,21.70512943,24.0,53.15,78.43582755203171,32.111012956419316,32.00344904279279,0.6672387206951386,4.0,4.0,0.54,1.0,72.351
1.77,90.0,-1.0,28.72737719,28.0,60.962,56.0,15.0,31.117,0.036105,4.0,5.0,0.36,1.0,75.117
1.69,75.0,-1.0,26.25958475,24.0,53.52,91.0,32.111012956419316,32.396,0.002796,3.0,6.0,0.31,1.0,80.382
1.67,56.0,1.0,20.07960128,26.0,49.81,98.0,57.0,30.061,0.3541915,3.0,3.0,0.67,1.1,74.964
