@RELATION signals

@ATTRIBUTE env_temp NUMERIC
@ATTRIBUTE rh NUMERIC
@ATTRIBUTE heart_rate NUMERIC
@ATTRIBUTE stress_level NUMERIC
@ATTRIBUTE skin_temp NUMERIC
@ATTRIBUTE eda NUMERIC
@ATTRIBUTE Clo NUMERIC
@ATTRIBUTE Act NUMERIC
@ATTRIBUTE TC {neutral,comfortable,slightly_comfortable,slightly_uncomfortable}

@DATA
22.81222222,57.46,78.0,52.0,30.68646154,0.0221645,0.5,1.0,slightly_uncomfortable
23.1,58.45,77.5,39.0,30.68646154,0.014221000000000001,0.5,1.0,slightly_uncomfortable
23.29222222,59.83,78.0,18.0,30.68646154,0.012318,0.5,1.0,slightly_uncomfortable
23.58111111,57.91,77.0,23.0,30.68646154,0.013391499999999999,0.5,1.0,slightly_uncomfortable
23.77277778,56.02,72.0,24.0,30.68646154,0.013074,0.5,1.0,slightly_uncomfortable
23.86888889,57.91,85.0,66.0,30.68646154,0.014863499999999998,0.5,1.0,slightly_uncomfortable
23.86888889,58.97,73.0,15.0,30.68646154,0.015584,0.5,1.0,slightly_uncomfortable
23.86888889,55.02,71.5,10.0,30.68646154,0.0147295,0.5,1.0,slightly_uncomfortable
23.96611111,53.39,68.0,5.0,30.68646154,0.017363999999999997,0.5,1.0,slightly_uncomfortable
24.15777778,49.59,70.0,22.0,32.189,0.017512,0.5,1.0,slightly_uncomfortable
24.06222222,47.47,94.0,26.51492537,30.246,0.0160445,0.5,1.0,slightly_uncomfortable
23.77277778,44.76,88.0,71.0,30.299,0.031426499999999996,0.5,1.1,slightly_uncomfortable
23.96611111,47.4,0.0,53.0,30.246,0.031943,0.5,1.0,slightly_uncomfortable
24.06222222,48.16,81.0,32.5,30.68646154,0.0444825,0.5,1.0,slightly_uncomfortable
24.35111111,48.0,81.0,56.0,30.68646154,0.051081,0.5,1.0,slightly_uncomfortable
24.545,47.2,78.0,39.0,32.163000000000004,0.0736565,0.5,1.0,slightly_uncomfortable
24.93111111,47.4,75.0,20.0,31.116999999999997,0.0657045,0.5,1.0,slightly_uncomfortable
24.73777778,46.71,70.0,24.0,30.325,0.011283,0.5,1.0,slightly_uncomfortable
24.64111111,46.61,72.0,20.0,30.616,0.014622999999999999,0.5,1.0,slightly_uncomfortable
24.64111111,46.45,73.96323529,14.0,30.51,0.0187125,0.5,1.0,slightly_uncomfortable
