@RELATION signals

@ATTRIBUTE env_temp NUMERIC
@ATTRIBUTE rh NUMERIC
@ATTRIBUTE heart_rate NUMERIC
@ATTRIBUTE stress_level NUMERIC
@ATTRIBUTE skin_temp NUMERIC
@ATTRIBUTE eda NUMERIC
@ATTRIBUTE Clo NUMERIC
@ATTRIBUTE Act NUMERIC
@ATTRIBUTE TC {1.0,2.0,3.0,4.0,5.0,6.0,7.0}

@DATA
30.255,45.1,80.0,70.0,31.745,0.387718,0.36,2.0,3.0
27.17277778,45.6,86.0,52.5,32.993,1.2727495,0.36,1.0,4.0
25.02777778,59.71,74.0,46.0,32.8045,0.1908295,0.36,1.0,4.0
27.96111111,46.34,78.0,40.0,33.507,1.343921,0.36,1.0,4.0
23.58111111,65.66,79.0,58.0,31.85,0.0744175,0.36,1.0,3.0
25.02777778,61.04,82.78125,61.0,32.759,0.0382585,0.36,1.0,4.0
25.61,40.95,88.0,75.0,33.25,0.2214815,0.36,1.0,4.0
26.78111111,51.55,94.0,84.0,33.455999999999996,7.7185524999999995,0.36,1.0,4.0
26.39,42.19,80.0,69.0,33.302,0.9858795,0.36,1.0,2.0
27.37,47.16,102.0,86.0,32.266999999999996,3.440099,0.36,1.0,4.0
27.76388889,52.31,102.0,54.82236842,33.173,1.2209145000000001,0.36,1.0,4.0
26.97722222,56.56,74.0,33.0,33.25,0.065873,0.36,2.7,4.0
24.35111111,63.0,82.78125,54.82236842,33.01314706,3.974606418,0.5,1.0,4.0
26.195,57.66,80.0,65.0,33.019,0.0465485,0.36,1.0,4.0
26.29222222,55.93,58.0,3.0,32.915,0.0217455,0.36,1.0,4.0
26.48777778,51.17,82.0,63.0,34.047,0.0879955,0.36,1.0,4.0
27.17277778,57.3,71.0,41.0,33.842,2.220138,0.36,1.0,4.0
25.51277778,49.96,77.5,60.0,33.739000000000004,1.031172,0.36,1.0,4.0
26.39,52.09,82.78125,80.0,33.971,3.1676185,0.36,1.0,4.0
27.075,50.32,77.0,53.0,33.893,1.0934409999999999,0.36,1.0,4.0
26.87888889,54.15,71.5,43.0,33.61,1.866595,0.36,1.0,4.0
29.95277778,42.38,75.0,49.0,33.01314706,0.028051,0.36,2.0,2.0
26.39,48.46,75.0,44.0,33.79,0.0736625,0.36,1.0,4.0
