@RELATION signals

@ATTRIBUTE env_temp NUMERIC
@ATTRIBUTE rh NUMERIC
@ATTRIBUTE heart_rate NUMERIC
@ATTRIBUTE stress_level NUMERIC
@ATTRIBUTE skin_temp NUMERIC
@ATTRIBUTE eda NUMERIC
@ATTRIBUTE Clo NUMERIC
@ATTRIBUTE Act NUMERIC
@ATTRIBUTE TC {very_uncomfortable,slightly_uncomfortable,uncomfortable,neutral,slightly_comfortable,comfortable,very_comfortable}

@DATA
22.72888889,50.637,77.27083333,2.0,32.007,0.025939,0.57,1.2,slightly_uncomfortable
22.96777778,41.405,82.0,60.0,31.77933898,0.07598400000000001,0.61,1.1,neutral
24.58111111,43.244,88.0,76.0,31.77933898,0.025811,0.61,1.1,slightly_uncomfortable
25.355,41.111999999999995,81.0,58.0,31.77933898,0.029495499999999997,0.61,1.1,slightly_uncomfortable
24.895,35.652,74.0,50.0,31.77933898,0.030113,0.61,1.1,slightly_uncomfortable
24.75,35.704,80.0,59.0,31.77933898,0.03157,0.61,1.1,slightly_uncomfortable
24.72611111,33.869,81.0,50.0,31.77933898,0.026860000000000002,0.61,1.1,neutral
24.67722222,29.326,85.0,71.0,31.77933898,0.0554645,0.61,1.1,slightly_uncomfortable
24.72611111,32.228,88.0,67.0,30.087,0.094221,0.61,1.1,slightly_uncomfortable
25.98722222,31.4,78.0,51.0,31.77933898,0.029388,0.61,1.1,slightly_uncomfortable
26.54888889,29.138,79.0,42.0,30.061,0.031434,0.61,1.1,slightly_uncomfortable
26.15777778,30.599,73.0,39.0,30.430999999999997,0.039363,0.61,1.1,slightly_comfortable
25.91388889,32.468,72.0,45.0,31.195999999999998,0.033003,0.61,1.1,slightly_comfortable
25.76777778,33.395,66.0,29.5,31.745,0.0342945,0.61,1.1,slightly_comfortable
25.59777778,32.272,69.0,12.0,31.615,0.037532499999999996,0.61,1.1,slightly_comfortable
25.13722222,29.601,65.0,13.5,30.801,0.026368,0.61,1.1,slightly_comfortable
