@RELATION sensation

@ATTRIBUTE env_temp NUMERIC
@ATTRIBUTE rh NUMERIC
@ATTRIBUTE heart_rate NUMERIC
@ATTRIBUTE stress_level NUMERIC
@ATTRIBUTE skin_temp NUMERIC
@ATTRIBUTE eda NUMERIC
@ATTRIBUTE Clo NUMERIC
@ATTRIBUTE Act NUMERIC
@ATTRIBUTE TS NUMERIC

@DATA
25.68305556,55.2675,76.0,24.0,32.111,0.0136535,0.54,1.0,4
25.64722222,55.482,89.0,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
25.55,56.06100000000001,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
25.50111111,56.49,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
25.45277778,56.63800000000001,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
25.42777778,57.409,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
25.38,57.618,0.0,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
25.33111111,57.765,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
25.21,57.901,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
25.11277778,58.163,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
25.04,58.46,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
25.01611111,59.007,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
24.99222222,59.034,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
24.895,58.958,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
24.79777778,58.94,0.0,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
24.70222222,58.837,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
24.67722222,59.139,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
24.70222222,59.081,74.96703296703296,41.0,32.14583908045977,0.0075135,0.54,1.0,4
24.77388889,59.184,71.0,8.0,30.325,0.0043885,0.54,1.0,4
24.87111111,58.587,81.0,37.323943661971825,30.59,0.000922,0.54,1.4,4
30.39388889,49.58600000000001,76.0,38.0,30.008000000000006,0.0051025,0.54,1.4,4
30.69722222,50.604,102.0,37.323943661971825,30.405,0.0141185,0.54,1.7,4
29.69,45.425,101.0,84.0,31.929,0.1021285,0.54,1.0,4
25.74388889,50.16,86.0,37.323943661971825,32.111,0.0049205,0.54,1.0,3
25.355,52.604,74.5,24.0,32.604,0.0073905,0.54,1.0,3
25.355,52.287,74.96703296703296,18.0,31.719,0.0055145,0.54,1.0,3
25.065,52.533,75.0,25.0,32.552,0.0221545,0.54,1.0,3
24.75,52.173,66.0,21.0,31.85,0.021721,0.54,1.0,3
25.01611111,53.066,64.0,21.0,31.85,0.215611,0.54,1.0,3
25.18611111,54.19300000000001,62.0,4.0,32.474000000000004,0.084139,0.54,1.0,3
25.25777778,54.863,59.0,20.0,32.578,0.094465,0.54,1.0,3
25.38,55.381,81.0,58.0,32.292,0.0265925,0.54,1.0,3
24.58111111,50.87600000000001,77.0,39.0,30.907,0.017022,0.54,1.0,3
24.17111111,50.374,76.0,36.0,30.219,0.0062385,0.54,1.0,3
24.53222222,51.734,71.0,14.0,32.189,0.017525,0.54,1.0,3
24.75,52.966,66.0,4.0,33.25,0.011395,0.54,1.0,3
24.315,51.63800000000001,80.0,48.0,33.019,0.0032755,0.54,1.0,3
24.605,52.788,74.96703296703296,35.0,30.933000000000003,0.002349,0.54,1.0,3
24.82277778,53.324,73.0,15.0,31.981,0.0022715,0.54,1.0,3
25.11277778,53.61600000000001,103.0,61.0,32.189,0.0091235,0.54,1.0,3
25.28277778,53.923,72.0,41.0,30.907,0.0121035,0.54,1.8,4
25.23388889,54.357,66.0,19.0,30.246,-0.00193,0.54,1.1,4
25.16222222,54.849,88.0,37.323943661971825,31.117,0.0100205,0.54,1.1,4
25.16222222,56.502,76.0,41.0,32.37,0.013222,0.54,1.1,4
25.11277778,56.247,75.0,22.0,33.224000000000004,0.0050615,0.54,1.0,4
25.04,55.801,89.0,73.0,31.641,0.005493,0.54,1.0,4
25.065,55.648,75.0,23.0,31.091,0.005797500000000001,0.54,1.0,4
25.065,55.43,84.0,75.0,30.193,0.004041,0.54,1.0,4
25.08888889,55.371,82.5,40.0,31.745,0.007455,0.54,1.1,4
25.13722222,55.44,80.0,37.323943661971825,32.552,0.0185775,0.54,1.1,4
25.18611111,55.51,76.5,22.0,32.604,0.0188945,0.54,1.1,4
25.25777778,55.551,71.0,5.0,32.552,0.0059625,0.54,1.0,4
25.30722222,55.558,65.0,1.0,32.707,0.009284,0.54,1.0,4
25.33111111,55.53,74.0,7.0,31.222,0.0060595,0.54,1.0,4
25.355,55.565,66.0,5.0,32.14583908045977,0.2676145871559633,0.54,1.0,4
25.30722222,55.621,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
25.21,56.043,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
25.065,56.178,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
24.87111111,56.367,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
24.79777778,57.162,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
24.77388889,57.744,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
24.75,57.955,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
24.62888889,58.06399999999999,0.0,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
24.58111111,58.176,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
24.50777778,58.13399999999999,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
24.46,58.433,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
24.43611111,58.76600000000001,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
24.41222222,58.76300000000001,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
24.43611111,58.705,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.0,4
24.48388889,58.621,74.96703296703296,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.1,4
24.53222222,58.291,0.0,37.323943661971825,32.14583908045977,0.2676145871559633,0.54,1.1,4
24.67722222,58.497,83.0,72.0,30.933000000000003,0.010065,0.54,1.1,4
24.99222222,58.789,75.5,21.0,32.474000000000004,0.0042465,0.54,1.1,4
25.23388889,58.581,74.96703296703296,61.0,31.641,0.036745,0.54,1.1,4
25.40388889,58.207,77.0,14.0,32.318000000000005,0.084762,0.54,1.1,4
24.48388889,54.284,105.0,72.0,31.536,0.111669,0.54,1.1,4
24.38777778,53.201,71.0,21.0,30.299,0.1231675,0.54,1.1,4
24.65277778,53.93,74.96703296703296,22.0,31.379,0.15752850000000002,0.54,1.1,4
24.79777778,53.541,65.0,11.0,32.5,0.160226,0.54,1.1,4
24.33888889,52.784,73.0,26.0,33.507,0.1944275,0.54,1.1,4
24.12222222,50.816,76.0,17.5,30.537,0.1907585,0.54,1.1,4
24.02611111,50.195,72.0,19.0,31.405,0.207211,0.54,1.1,4
23.785,50.484,70.0,16.0,33.122,0.2342475,0.54,1.1,4
24.09777778,51.895,74.96703296703296,20.0,32.578,0.232729,0.54,1.8,4
24.38777778,53.51600000000001,71.0,24.0,33.044000000000004,0.228538,0.54,1.8,4
24.50777778,54.507,73.0,24.0,34.277,0.2455645,0.54,1.1,4
